,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7
18,0.0002025978120000218,0.00020697292500017285,0.0002013759769999979,0.00021001109000008,0.00021385212199993476,0.00020394112400003904,0.0003543516230001842
19,0.00020697292500017285,0.0002013759769999979,0.00021001109000008,0.00021385212199993476,0.00020394112400003904,0.0003543516230001842,0.00020650042099987331
20,0.0002013759769999979,0.00021001109000008,0.00021385212199993476,0.00020394112400003904,0.0003543516230001842,0.00020650042099987331,0.00020235621000006177
21,0.00021001109000008,0.00021385212199993476,0.00020394112400003904,0.0003543516230001842,0.00020650042099987331,0.00020235621000006177,0.00020034566699996505
22,0.00021385212199993476,0.00020394112400003904,0.0003543516230001842,0.00020650042099987331,0.00020235621000006177,0.00020034566699996505,0.00020487322899998616
23,0.00020394112400003904,0.0003543516230001842,0.00020650042099987331,0.00020235621000006177,0.00020034566699996505,0.00020487322899998616,0.00020892667900011474
24,0.0003543516230001842,0.00020650042099987331,0.00020235621000006177,0.00020034566699996505,0.00020487322899998616,0.00020892667900011474,0.0002009537660001115
25,0.00020650042099987331,0.00020235621000006177,0.00020034566699996505,0.00020487322899998616,0.00020892667900011474,0.0002009537660001115,0.00020526982100000168
26,0.00020235621000006177,0.00020034566699996505,0.00020487322899998616,0.00020892667900011474,0.0002009537660001115,0.00020526982100000168,0.00020500366299984308
27,0.00020034566699996505,0.00020487322899998616,0.00020892667900011474,0.0002009537660001115,0.00020526982100000168,0.00020500366299984308,0.00020455620099983206
28,0.00020487322899998616,0.00020892667900011474,0.0002009537660001115,0.00020526982100000168,0.00020500366299984308,0.00020455620099983206,0.00020980429699989144
29,0.00020892667900011474,0.0002009537660001115,0.00020526982100000168,0.00020500366299984308,0.00020455620099983206,0.00020980429699989144,0.00020709929999998167
30,0.0002009537660001115,0.00020526982100000168,0.00020500366299984308,0.00020455620099983206,0.00020980429699989144,0.00020709929999998167,0.0002792815679999876
31,0.00020526982100000168,0.00020500366299984308,0.00020455620099983206,0.00020980429699989144,0.00020709929999998167,0.0002792815679999876,0.00020847812500005602
32,0.00020500366299984308,0.00020455620099983206,0.00020980429699989144,0.00020709929999998167,0.0002792815679999876,0.00020847812500005602,0.00022466494900004363
33,0.00020455620099983206,0.00020980429699989144,0.00020709929999998167,0.0002792815679999876,0.00020847812500005602,0.00022466494900004363,0.00021014672000001155
34,0.00020980429699989144,0.00020709929999998167,0.0002792815679999876,0.00020847812500005602,0.00022466494900004363,0.00021014672000001155,0.00020361337500003174
35,0.00020709929999998167,0.0002792815679999876,0.00020847812500005602,0.00022466494900004363,0.00021014672000001155,0.00020361337500003174,0.00020068192000007913
36,0.0002792815679999876,0.00020847812500005602,0.00022466494900004363,0.00021014672000001155,0.00020361337500003174,0.00020068192000007913,0.00021434033300010924
37,0.00020847812500005602,0.00022466494900004363,0.00021014672000001155,0.00020361337500003174,0.00020068192000007913,0.00021434033300010924,0.00020036485499986157
38,0.00022466494900004363,0.00021014672000001155,0.00020361337500003174,0.00020068192000007913,0.00021434033300010924,0.00020036485499986157,0.00020063869000000524
39,0.00021014672000001155,0.00020361337500003174,0.00020068192000007913,0.00021434033300010924,0.00020036485499986157,0.00020063869000000524,0.0002006258239998715
40,0.00020361337500003174,0.00020068192000007913,0.00021434033300010924,0.00020036485499986157,0.00020063869000000524,0.0002006258239998715,0.00020245545600005243
41,0.00020068192000007913,0.00021434033300010924,0.00020036485499986157,0.00020063869000000524,0.0002006258239998715,0.00020245545600005243,0.00020626526000000923
42,0.00021434033300010924,0.00020036485499986157,0.00020063869000000524,0.0002006258239998715,0.00020245545600005243,0.00020626526000000923,0.00019927855300011288
43,0.00020036485499986157,0.00020063869000000524,0.0002006258239998715,0.00020245545600005243,0.00020626526000000923,0.00019927855300011288,0.00020131765199994333
44,0.00020063869000000524,0.0002006258239998715,0.00020245545600005243,0.00020626526000000923,0.00019927855300011288,0.00020131765199994333,0.0001961220369998955
45,0.0002006258239998715,0.00020245545600005243,0.00020626526000000923,0.00019927855300011288,0.00020131765199994333,0.0001961220369998955,0.00020035160299994458
46,0.00020245545600005243,0.00020626526000000923,0.00019927855300011288,0.00020131765199994333,0.0001961220369998955,0.00020035160299994458,0.00020179470000016407
47,0.00020626526000000923,0.00019927855300011288,0.00020131765199994333,0.0001961220369998955,0.00020035160299994458,0.00020179470000016407,0.00019758086599995294
48,0.00019927855300011288,0.00020131765199994333,0.0001961220369998955,0.00020035160299994458,0.00020179470000016407,0.00019758086599995294,0.0002035099600000194
49,0.00020131765199994333,0.0001961220369998955,0.00020035160299994458,0.00020179470000016407,0.00019758086599995294,0.0002035099600000194,0.00019972188099995946
50,0.0001961220369998955,0.00020035160299994458,0.00020179470000016407,0.00019758086599995294,0.0002035099600000194,0.00019972188099995946,0.00021707191900009092
51,0.00020035160299994458,0.00020179470000016407,0.00019758086599995294,0.0002035099600000194,0.00019972188099995946,0.00021707191900009092,0.00019902665199992954
52,0.00020179470000016407,0.00019758086599995294,0.0002035099600000194,0.00019972188099995946,0.00021707191900009092,0.00019902665199992954,0.00020581534899997677
53,0.00019758086599995294,0.0002035099600000194,0.00019972188099995946,0.00021707191900009092,0.00019902665199992954,0.00020581534899997677,0.0007043947549998392
54,0.0002035099600000194,0.00019972188099995946,0.00021707191900009092,0.00019902665199992954,0.00020581534899997677,0.0007043947549998392,0.0002216067159999966
55,0.00019972188099995946,0.00021707191900009092,0.00019902665199992954,0.00020581534899997677,0.0007043947549998392,0.0002216067159999966,0.00020384569600014402
56,0.00021707191900009092,0.00019902665199992954,0.00020581534899997677,0.0007043947549998392,0.0002216067159999966,0.00020384569600014402,0.00020529783300003146
57,0.00019902665199992954,0.00020581534899997677,0.0007043947549998392,0.0002216067159999966,0.00020384569600014402,0.00020529783300003146,0.00020618483399994147
58,0.00020581534899997677,0.0007043947549998392,0.0002216067159999966,0.00020384569600014402,0.00020529783300003146,0.00020618483399994147,0.00021399832100019013
59,0.0007043947549998392,0.0002216067159999966,0.00020384569600014402,0.00020529783300003146,0.00020618483399994147,0.00021399832100019013,0.00020866391999993538
60,0.0002216067159999966,0.00020384569600014402,0.00020529783300003146,0.00020618483399994147,0.00021399832100019013,0.00020866391999993538,0.00019950243199991748
61,0.00020384569600014402,0.00020529783300003146,0.00020618483399994147,0.00021399832100019013,0.00020866391999993538,0.00019950243199991748,0.00020595378300004085
62,0.00020529783300003146,0.00020618483399994147,0.00021399832100019013,0.00020866391999993538,0.00019950243199991748,0.00020595378300004085,0.00020882185300001766
63,0.00020618483399994147,0.00021399832100019013,0.00020866391999993538,0.00019950243199991748,0.00020595378300004085,0.00020882185300001766,0.00020139205999998922
64,0.00021399832100019013,0.00020866391999993538,0.00019950243199991748,0.00020595378300004085,0.00020882185300001766,0.00020139205999998922,0.00020601931000010154
65,0.00020866391999993538,0.00019950243199991748,0.00020595378300004085,0.00020882185300001766,0.00020139205999998922,0.00020601931000010154,0.0002166412900000978
66,0.00019950243199991748,0.00020595378300004085,0.00020882185300001766,0.00020139205999998922,0.00020601931000010154,0.0002166412900000978,0.0002052400130000933
67,0.00020595378300004085,0.00020882185300001766,0.00020139205999998922,0.00020601931000010154,0.0002166412900000978,0.0002052400130000933,0.0002139770999999655
68,0.00020882185300001766,0.00020139205999998922,0.00020601931000010154,0.0002166412900000978,0.0002052400130000933,0.0002139770999999655,0.00019945451700004925
69,0.00020139205999998922,0.00020601931000010154,0.0002166412900000978,0.0002052400130000933,0.0002139770999999655,0.00019945451700004925,0.00019984930000009626
70,0.00020601931000010154,0.0002166412900000978,0.0002052400130000933,0.0002139770999999655,0.00019945451700004925,0.00019984930000009626,0.00021993877099998825
71,0.0002166412900000978,0.0002052400130000933,0.0002139770999999655,0.00019945451700004925,0.00019984930000009626,0.00021993877099998825,0.0002000386439999602
72,0.0002052400130000933,0.0002139770999999655,0.00019945451700004925,0.00019984930000009626,0.00021993877099998825,0.0002000386439999602,0.00025486229900002397
73,0.0002139770999999655,0.00019945451700004925,0.00019984930000009626,0.00021993877099998825,0.0002000386439999602,0.00025486229900002397,0.00020592213399982028
74,0.00019945451700004925,0.00019984930000009626,0.00021993877099998825,0.0002000386439999602,0.00025486229900002397,0.00020592213399982028,0.00020165323200012608
75,0.00019984930000009626,0.00021993877099998825,0.0002000386439999602,0.00025486229900002397,0.00020592213399982028,0.00020165323200012608,0.00021888354299994716
76,0.00021993877099998825,0.0002000386439999602,0.00025486229900002397,0.00020592213399982028,0.00020165323200012608,0.00021888354299994716,0.0002026858159999847
77,0.0002000386439999602,0.00025486229900002397,0.00020592213399982028,0.00020165323200012608,0.00021888354299994716,0.0002026858159999847,0.0002001362619998872
78,0.00025486229900002397,0.00020592213399982028,0.00020165323200012608,0.00021888354299994716,0.0002026858159999847,0.0002001362619998872,0.00022891580700002122
79,0.00020592213399982028,0.00020165323200012608,0.00021888354299994716,0.0002026858159999847,0.0002001362619998872,0.00022891580700002122,0.00020950997699992514
80,0.00020165323200012608,0.00021888354299994716,0.0002026858159999847,0.0002001362619998872,0.00022891580700002122,0.00020950997699992514,0.00020135198899993157
81,0.00021888354299994716,0.0002026858159999847,0.0002001362619998872,0.00022891580700002122,0.00020950997699992514,0.00020135198899993157,0.00022130010000000766
82,0.0002026858159999847,0.0002001362619998872,0.00022891580700002122,0.00020950997699992514,0.00020135198899993157,0.00022130010000000766,0.0002064006739999513
83,0.0002001362619998872,0.00022891580700002122,0.00020950997699992514,0.00020135198899993157,0.00022130010000000766,0.0002064006739999513,0.0002000076029999036
84,0.00022891580700002122,0.00020950997699992514,0.00020135198899993157,0.00022130010000000766,0.0002064006739999513,0.0002000076029999036,0.0002160499069998423
85,0.00020950997699992514,0.00020135198899993157,0.00022130010000000766,0.0002064006739999513,0.0002000076029999036,0.0002160499069998423,0.00019983110899988787
86,0.00020135198899993157,0.00022130010000000766,0.0002064006739999513,0.0002000076029999036,0.0002160499069998423,0.00019983110899988787,0.0002147997120000582
87,0.00022130010000000766,0.0002064006739999513,0.0002000076029999036,0.0002160499069998423,0.00019983110899988787,0.0002147997120000582,0.00020448850100001435
88,0.0002064006739999513,0.0002000076029999036,0.0002160499069998423,0.00019983110899988787,0.0002147997120000582,0.00020448850100001435,0.0002007930260001558
89,0.0002000076029999036,0.0002160499069998423,0.00019983110899988787,0.0002147997120000582,0.00020448850100001435,0.0002007930260001558,0.00021463780399994903
90,0.0002160499069998423,0.00019983110899988787,0.0002147997120000582,0.00020448850100001435,0.0002007930260001558,0.00021463780399994903,0.0002249537000000146
91,0.00019983110899988787,0.0002147997120000582,0.00020448850100001435,0.0002007930260001558,0.00021463780399994903,0.0002249537000000146,0.0002257353969998803
92,0.0002147997120000582,0.00020448850100001435,0.0002007930260001558,0.00021463780399994903,0.0002249537000000146,0.0002257353969998803,0.00019969406399991386
93,0.00020448850100001435,0.0002007930260001558,0.00021463780399994903,0.0002249537000000146,0.0002257353969998803,0.00019969406399991386,0.0002124080729997786
94,0.0002007930260001558,0.00021463780399994903,0.0002249537000000146,0.0002257353969998803,0.00019969406399991386,0.0002124080729997786,0.00020027944899993598
95,0.00021463780399994903,0.0002249537000000146,0.0002257353969998803,0.00019969406399991386,0.0002124080729997786,0.00020027944899993598,0.00020464744900004916
96,0.0002249537000000146,0.0002257353969998803,0.00019969406399991386,0.0002124080729997786,0.00020027944899993598,0.00020464744900004916,0.00021555831499995293
97,0.0002257353969998803,0.00019969406399991386,0.0002124080729997786,0.00020027944899993598,0.00020464744900004916,0.00021555831499995293,0.00019737638400010838
98,0.00019969406399991386,0.0002124080729997786,0.00020027944899993598,0.00020464744900004916,0.00021555831499995293,0.00019737638400010838,0.00036127760199997284
99,0.0002124080729997786,0.00020027944899993598,0.00020464744900004916,0.00021555831499995293,0.00019737638400010838,0.00036127760199997284,0.0001994094390001919
